Season,Team,Name,Games_Played,Games_Started,Minutes_Played,Goals,Assists,Shots_On_Goal,Shots,Yellow_Cards,Red_Cards,League
2013/2014,HERTHA BERLIN,"Baumjohann, Alexander",9,5,519,0,2,4,10,1,0,Bundesliga
2013/2014,HERTHA BERLIN,"Gersbeck, Marius",1,1,90,0,0,0,0,0,0,Bundesliga
2013/2014,HERTHA BERLIN,"Holland, Fabian",3,3,270,0,0,0,0,0,0,Bundesliga
2013/2014,HERTHA BERLIN,"Hosogai, Hajime",33,33,2881,0,1,3,9,4,0,Bundesliga
2013/2014,HERTHA BERLIN,"Janker, Christoph",5,2,184,0,0,0,0,0,0,Bundesliga
2013/2014,HERTHA BERLIN,"Jarstein, Rune Almenning",1,1,90,0,0,0,0,0,0,Bundesliga
2013/2014,HERTHA BERLIN,"Kluge, Peer",2,0,10,0,1,0,0,0,0,Bundesliga
2013/2014,HERTHA BERLIN,"Kraft, Thomas",32,32,2880,0,0,0,0,0,0,Bundesliga
2013/2014,HERTHA BERLIN,"Langkamp, Sebastian",29,29,2508,0,0,1,10,6,0,Bundesliga
2013/2014,HERTHA BERLIN,"Lustenberger, Fabian",19,19,1710,0,0,1,5,1,0,Bundesliga
2013/2014,HERTHA BERLIN,"Mukhtar, Hany",10,2,319,0,0,0,2,0,0,Bundesliga
2013/2014,HERTHA BERLIN,"N'Djeng, Marcel",17,16,1356,0,0,6,18,1,0,Bundesliga
2013/2014,HERTHA BERLIN,"Niemeyer, Peter",20,3,710,0,0,3,5,2,0,Bundesliga
2013/2014,HERTHA BERLIN,"Pekarik, Peter",31,30,2760,0,2,2,6,4,0,Bundesliga
2013/2014,HERTHA BERLIN,"Schulz, Nico",23,15,1431,0,1,4,15,4,0,Bundesliga
2013/2014,HERTHA BERLIN,"Van den Bergh, Johannes",26,25,2227,0,1,4,5,2,0,Bundesliga
2014/2015,HERTHA BERLIN,"Schieber, Julian",16,15,1280,7,0,12,26,1,0,Bundesliga
2014/2015,HERTHA BERLIN,"Kalou, Salomon",27,21,1861,6,0,25,50,2,0,Bundesliga
2014/2015,HERTHA BERLIN,"Beerens, Roy",27,24,2077,4,1,10,26,2,0,Bundesliga
2014/2015,HERTHA BERLIN,"Ben-Hatira, Anis",15,11,834,4,4,13,25,3,0,Bundesliga
2014/2015,HERTHA BERLIN,Ronny,19,9,931,3,2,10,23,4,0,Bundesliga
2014/2015,HERTHA BERLIN,"Stocker, Valentin",26,22,1863,3,4,12,32,6,0,Bundesliga
2014/2015,HERTHA BERLIN,"Allagui, Sami",20,9,809,2,0,11,25,4,0,Bundesliga
2014/2015,HERTHA BERLIN,"Brooks, John",27,24,2186,1,0,3,13,5,0,Bundesliga
2014/2015,HERTHA BERLIN,"Haraguchi, Genki",21,14,1383,1,0,6,24,2,0,Bundesliga
2014/2015,HERTHA BERLIN,"Hegeler, Jens",24,14,1357,1,1,3,10,4,0,Bundesliga
2014/2015,HERTHA BERLIN,"Heitinga, John",13,11,932,1,0,1,2,3,0,Bundesliga
2014/2015,HERTHA BERLIN,"Langkamp, Sebastian",16,15,1355,1,0,2,4,3,1,Bundesliga
2014/2015,HERTHA BERLIN,"N'Djeng, Marcel",16,11,1107,1,2,3,10,2,0,Bundesliga
2014/2015,HERTHA BERLIN,"Niemeyer, Peter",17,9,898,1,0,4,7,6,0,Bundesliga
2014/2015,HERTHA BERLIN,"Schulz, Nico",28,24,1986,1,0,3,11,1,2,Bundesliga
2014/2015,HERTHA BERLIN,"Burchert, Sascha",2,1,97,0,0,0,0,1,0,Bundesliga
2014/2015,HERTHA BERLIN,"Cigerci, Tolga",2,0,77,0,0,0,1,0,0,Bundesliga
2014/2015,HERTHA BERLIN,"Hosogai, Hajime",20,16,1432,0,0,0,2,5,0,Bundesliga
2014/2015,HERTHA BERLIN,"Jarstein, Rune Almenning",1,1,90,0,0,0,0,0,0,Bundesliga
2014/2015,HERTHA BERLIN,"Kraft, Thomas",32,32,2873,0,0,0,0,3,0,Bundesliga
2014/2015,HERTHA BERLIN,"Lustenberger, Fabian",27,26,2189,0,0,1,3,3,1,Bundesliga
2014/2015,HERTHA BERLIN,"Pekarik, Peter",30,30,2652,0,1,1,5,3,0,Bundesliga
2014/2015,HERTHA BERLIN,"Plattenhardt, Marvin",15,14,1283,0,1,0,3,1,0,Bundesliga
2014/2015,HERTHA BERLIN,"Skjelbred, Per",26,26,2239,0,2,5,12,8,0,Bundesliga
2014/2015,HERTHA BERLIN,"Van den Bergh, Johannes",6,4,380,0,0,1,2,2,0,Bundesliga
2014/2015,HERTHA BERLIN,"Wagner, Sandro",15,0,258,0,0,2,6,2,0,Bundesliga
2015/2016,HERTHA BERLIN,"Kalou, Salomon",32,30,2527,14,2,24,54,2,0,Bundesliga
2015/2016,HERTHA BERLIN,"Ibisevic, Vedad",26,25,2097,10,4,32,63,5,1,Bundesliga
2015/2016,HERTHA BERLIN,"Darida, Vladimir",31,30,2599,5,2,16,40,6,0,Bundesliga
2015/2016,HERTHA BERLIN,"Haraguchi, Genki",32,28,2519,2,3,13,32,4,0,Bundesliga
2015/2016,HERTHA BERLIN,"Plattenhardt, Marvin",33,33,2970,2,4,3,12,5,0,Bundesliga
2015/2016,HERTHA BERLIN,"Stark, Niklas",21,15,1409,2,0,5,14,2,1,Bundesliga
2015/2016,HERTHA BERLIN,"Weiser, Mitchell",29,27,2429,2,4,2,14,7,0,Bundesliga
2015/2016,HERTHA BERLIN,"Baumjohann, Alexander",24,1,437,1,2,3,8,0,0,Bundesliga
2015/2016,HERTHA BERLIN,"Brooks, John",23,20,1808,1,1,4,9,3,0,Bundesliga
2015/2016,HERTHA BERLIN,"Lustenberger, Fabian",30,30,2537,1,0,4,10,5,0,Bundesliga
2015/2016,HERTHA BERLIN,"Stocker, Valentin",22,10,833,1,0,7,16,2,0,Bundesliga
2015/2016,HERTHA BERLIN,"Beerens, Roy",2,2,111,0,0,0,1,0,1,Bundesliga
2015/2016,HERTHA BERLIN,"Cigerci, Tolga",18,13,1031,0,2,8,26,2,0,Bundesliga
2015/2016,HERTHA BERLIN,"Hegeler, Jens",16,3,479,0,0,3,12,1,0,Bundesliga
2015/2016,HERTHA BERLIN,"Jarstein, Rune",29,28,2565,0,0,0,0,2,0,Bundesliga
2015/2016,HERTHA BERLIN,"Kohls, Florian",1,0,7,0,0,0,1,0,0,Bundesliga
2015/2016,HERTHA BERLIN,"Kraft, Thomas",6,6,495,0,0,0,0,0,0,Bundesliga
2015/2016,HERTHA BERLIN,"Langkamp, Sebastian",22,22,1880,0,1,1,2,8,0,Bundesliga
2015/2016,HERTHA BERLIN,"Mittelstadt, Maximilian",3,2,181,0,1,0,1,0,0,Bundesliga
2015/2016,HERTHA BERLIN,"Pekarik, Peter",12,12,1066,0,1,1,4,1,0,Bundesliga
2015/2016,HERTHA BERLIN,"Regasel, Yanni",16,14,1274,0,0,1,4,1,0,Bundesliga
2015/2016,HERTHA BERLIN,Ronny,1,0,28,0,0,1,2,0,0,Bundesliga
2015/2016,HERTHA BERLIN,"Schieber, Julian",6,0,136,0,1,0,2,1,0,Bundesliga
2015/2016,HERTHA BERLIN,"Schulz, Nico",2,0,53,0,0,0,1,0,0,Bundesliga
2015/2016,HERTHA BERLIN,"Skjelbred, Per",31,31,2694,0,2,0,4,9,0,Bundesliga
2015/2016,HERTHA BERLIN,"Van den Bergh, Johannes",13,1,228,0,1,1,1,1,0,Bundesliga
2016/2017,HERTHA BERLIN,"Ibisevic, Vedad",32,32,2720,12,4,34,71,7,1,Bundesliga
2016/2017,HERTHA BERLIN,"Kalou, Salomon",26,25,1994,7,4,16,38,1,0,Bundesliga
2016/2017,HERTHA BERLIN,"Stocker, Valentin",17,14,1161,4,1,10,24,1,1,Bundesliga
2016/2017,HERTHA BERLIN,"Plattenhardt, Marvin",27,27,2430,3,3,11,24,3,0,Bundesliga
2016/2017,HERTHA BERLIN,"Schieber, Julian",18,2,424,3,1,7,15,3,0,Bundesliga
2016/2017,HERTHA BERLIN,"Brooks, John",24,24,2115,2,0,6,13,5,0,Bundesliga
2016/2017,HERTHA BERLIN,"Darida, Vladimir",25,21,1981,2,2,10,29,6,0,Bundesliga
2016/2017,HERTHA BERLIN,"Esswein, Alexander",29,15,1321,2,2,10,27,4,0,Bundesliga
2016/2017,HERTHA BERLIN,"Weiser, Mitchell",17,12,1125,2,4,3,11,2,0,Bundesliga
2016/2017,HERTHA BERLIN,"Allagui, Sami",12,0,173,1,1,2,5,2,0,Bundesliga
2016/2017,HERTHA BERLIN,"Haraguchi, Genki",31,23,2051,1,2,2,27,4,0,Bundesliga
2016/2017,HERTHA BERLIN,"Pekarik, Peter",31,30,2711,1,1,4,11,3,0,Bundesliga
2016/2017,HERTHA BERLIN,"Stark, Niklas",27,27,2355,1,0,4,21,6,0,Bundesliga
2016/2017,HERTHA BERLIN,"Torunarigha, Jordan",8,5,482,1,0,1,2,1,0,Bundesliga
2016/2017,HERTHA BERLIN,Allan,15,8,791,0,0,1,7,3,0,Bundesliga
2016/2017,HERTHA BERLIN,"Baak, Florian",2,0,12,0,0,0,0,0,0,Bundesliga
2016/2017,HERTHA BERLIN,"Duda, Ondrej",3,0,67,0,0,0,0,0,0,Bundesliga
2016/2017,HERTHA BERLIN,"Hegeler, Jens",6,2,207,0,0,0,0,0,0,Bundesliga
2016/2017,HERTHA BERLIN,"Jarstein, Rune",34,34,3060,0,0,0,0,1,0,Bundesliga
2016/2017,HERTHA BERLIN,"Kade, Julius",1,0,9,0,0,0,0,0,0,Bundesliga
2016/2017,HERTHA BERLIN,"Kurt, Sinan",2,0,5,0,0,0,0,0,0,Bundesliga
2016/2017,HERTHA BERLIN,"Langkamp, Sebastian",27,26,2312,0,0,4,7,5,0,Bundesliga
2016/2017,HERTHA BERLIN,"Lustenberger, Fabian",19,17,1500,0,1,0,2,1,0,Bundesliga
2016/2017,HERTHA BERLIN,"Maier, Arne",1,0,1,0,0,0,0,0,0,Bundesliga
2016/2017,HERTHA BERLIN,"Mittelstadt, Maximilian",12,5,461,0,1,2,4,3,1,Bundesliga
2016/2017,HERTHA BERLIN,"Skjelbred, Per",26,25,2143,0,0,0,6,2,0,Bundesliga
2017/2018,HERTHA BERLIN,"Kalou, Salomon",31,27,2219,12,3,23,49,0,0,Bundesliga
2017/2018,HERTHA BERLIN,"Selke, Davie",27,19,1888,10,0,23,46,4,0,Bundesliga
2017/2018,HERTHA BERLIN,"Ibisevic, Vedad",27,18,1452,6,4,19,36,4,1,Bundesliga
2017/2018,HERTHA BERLIN,"Leckie, Mathew",26,19,1853,5,1,8,23,3,0,Bundesliga
2017/2018,HERTHA BERLIN,"Esswein, Alexander",16,6,612,2,1,6,10,0,0,Bundesliga
2017/2018,HERTHA BERLIN,"Lazaro, Valentino",26,19,1860,2,5,11,17,4,0,Bundesliga
2017/2018,HERTHA BERLIN,"Rekik, Karim",26,26,2303,2,2,2,6,4,0,Bundesliga
2017/2018,HERTHA BERLIN,"Duda, Ondrej",17,9,745,1,0,3,8,3,0,Bundesliga
2017/2018,HERTHA BERLIN,"Stark, Niklas",26,25,2210,1,1,5,11,2,0,Bundesliga
2017/2018,HERTHA BERLIN,"Torunarigha, Jordan",12,7,662,1,0,1,3,0,1,Bundesliga
2017/2018,HERTHA BERLIN,"Weiser, Mitchell",24,23,1980,1,2,4,14,2,0,Bundesliga
2017/2018,HERTHA BERLIN,"Dardai, Palko",2,0,25,0,0,0,0,1,0,Bundesliga
2017/2018,HERTHA BERLIN,"Darida, Vladimir",21,18,1637,0,3,8,25,2,0,Bundesliga
2017/2018,HERTHA BERLIN,"Haraguchi, Genki",7,2,207,0,1,0,0,2,1,Bundesliga
2017/2018,HERTHA BERLIN,"Jarstein, Rune",31,31,2790,0,0,0,1,2,0,Bundesliga
2017/2018,HERTHA BERLIN,"Kraft, Thomas",3,3,270,0,0,0,0,1,0,Bundesliga
2017/2018,HERTHA BERLIN,"Langkamp, Sebastian",21,16,1364,0,0,1,8,4,0,Bundesliga
2017/2018,HERTHA BERLIN,"Lustenberger, Fabian",23,18,1581,0,0,0,3,3,0,Bundesliga
2017/2018,HERTHA BERLIN,"Maier, Arne",17,14,1227,0,1,0,12,1,0,Bundesliga
2017/2018,HERTHA BERLIN,"Mittelstadt, Maximilian",11,5,422,0,0,6,9,0,0,Bundesliga
2017/2018,HERTHA BERLIN,"Pekarik, Peter",17,17,1378,0,2,3,9,1,0,Bundesliga
2017/2018,HERTHA BERLIN,"Plattenhardt, Marvin",33,33,2970,0,7,3,19,6,0,Bundesliga
2017/2018,HERTHA BERLIN,"Schieber, Julian",3,0,53,0,0,0,1,0,0,Bundesliga
2017/2018,HERTHA BERLIN,"Skjelbred, Per",28,24,2183,0,0,2,6,2,0,Bundesliga
2017/2018,HERTHA BERLIN,"Stocker, Valentin",3,0,49,0,0,2,3,0,0,Bundesliga
2013/2014,1899 HOFFENHEIM,"Firmino, Roberto",33,33,2916,16,11,42,88,5,0,Bundesliga
2013/2014,1899 HOFFENHEIM,"Modeste, Anthony",29,20,1625,12,2,27,70,3,1,Bundesliga
2013/2014,1899 HOFFENHEIM,"Salihovic, Sejad",28,22,1820,11,5,36,67,3,1,Bundesliga
2013/2014,1899 HOFFENHEIM,"Volland, Kevin",33,32,2878,11,4,43,87,4,0,Bundesliga
2013/2014,1899 HOFFENHEIM,"Schipplock, Sven",23,7,868,6,4,14,28,5,0,Bundesliga
2013/2014,1899 HOFFENHEIM,"Sule, Niklas",25,20,1876,4,0,4,11,2,0,Bundesliga
2013/2014,1899 HOFFENHEIM,"Polanski, Eugen",32,32,2686,3,2,6,18,9,0,Bundesliga
2013/2014,1899 HOFFENHEIM,"Abraham, David",20,20,1724,2,0,4,10,3,0,Bundesliga
2013/2014,1899 HOFFENHEIM,"Herdling, Kai",23,12,1084,2,3,8,20,4,0,Bundesliga
2013/2014,1899 HOFFENHEIM,"Rudy, Sebastian",27,26,2239,2,6,7,19,6,0,Bundesliga
2013/2014,1899 HOFFENHEIM,"Beck, Andreas",33,33,2958,1,3,4,13,5,0,Bundesliga
2013/2014,1899 HOFFENHEIM,"Strobl, Tobias",29,19,1862,1,1,1,9,4,0,Bundesliga
2013/2014,1899 HOFFENHEIM,"Vestergaard, Jannik",25,19,1849,1,1,5,12,3,0,Bundesliga
2013/2014,1899 HOFFENHEIM,Bruno Nazario,2,0,17,0,0,1,1,0,0,Bundesliga
2013/2014,1899 HOFFENHEIM,"Casteels, Koen",23,23,2053,0,0,0,0,0,0,Bundesliga
2013/2014,1899 HOFFENHEIM,"Elyounoussi, Tarik",21,13,1040,0,3,6,24,5,0,Bundesliga
2013/2014,1899 HOFFENHEIM,"Grahl, Jens",11,11,990,0,0,0,0,1,0,Bundesliga
2013/2014,1899 HOFFENHEIM,"Gyau, Joseph-Claude",2,0,50,0,0,0,1,0,0,Bundesliga
2013/2014,1899 HOFFENHEIM,"Hamad, Jiloan",7,1,184,0,0,1,6,0,0,Bundesliga
2013/2014,1899 HOFFENHEIM,"Johnson, Fabian",27,23,2067,0,3,4,11,0,0,Bundesliga
2013/2014,1899 HOFFENHEIM,"Karaman, Kenan",5,0,35,0,0,0,0,0,0,Bundesliga
2013/2014,1899 HOFFENHEIM,"Stolz, Alexander",1,0,17,0,0,0,0,0,0,Bundesliga
2013/2014,1899 HOFFENHEIM,"Szarka, Robin",2,1,46,0,0,0,0,0,0,Bundesliga
2013/2014,1899 HOFFENHEIM,"Thesker, Stefan",2,1,110,0,0,0,0,1,0,Bundesliga
2013/2014,1899 HOFFENHEIM,"Toljan, Jeremy",10,6,580,0,0,0,0,0,0,Bundesliga
2014/2015,1899 HOFFENHEIM,"Volland, Kevin",32,30,2669,8,5,30,79,6,0,Bundesliga
2014/2015,1899 HOFFENHEIM,"Firmino, Roberto",33,33,2917,7,10,28,87,5,0,Bundesliga
2014/2015,1899 HOFFENHEIM,"Modeste, Anthony",26,16,1298,7,1,22,57,2,0,Bundesliga
2014/2015,1899 HOFFENHEIM,"Polanski, Eugen",30,29,2540,5,0,9,33,7,0,Bundesliga
2014/2015,1899 HOFFENHEIM,"Elyounoussi, Tarik",25,17,1489,4,1,10,28,1,0,Bundesliga
2014/2015,1899 HOFFENHEIM,"Rudy, Sebastian",29,25,2244,4,3,12,34,9,0,Bundesliga
2014/2015,1899 HOFFENHEIM,"Szalai, Adam",26,13,1315,4,4,16,38,2,1,Bundesliga
2014/2015,1899 HOFFENHEIM,"Schipplock, Sven",25,8,800,3,0,7,26,4,0,Bundesliga
2014/2015,1899 HOFFENHEIM,"Salihovic, Sejad",13,5,436,2,0,7,12,3,0,Bundesliga
2014/2015,1899 HOFFENHEIM,"Vestergaard, Jannik",21,16,1438,2,0,5,13,3,0,Bundesliga
2014/2015,1899 HOFFENHEIM,"Bicakcic, Ermin",24,24,2070,1,0,2,9,3,1,Bundesliga
2014/2015,1899 HOFFENHEIM,"Schwegler, Pirmin",28,26,2262,1,4,5,24,5,0,Bundesliga
2014/2015,1899 HOFFENHEIM,"Sule, Niklas",15,15,1270,1,0,5,9,1,0,Bundesliga
2014/2015,1899 HOFFENHEIM,"Abraham, David",14,9,894,0,0,2,8,3,0,Bundesliga
2014/2015,1899 HOFFENHEIM,"Amiri, Nadiem",7,4,328,0,0,0,4,0,0,Bundesliga
2014/2015,1899 HOFFENHEIM,"Baumann, Oliver",34,34,3060,0,0,0,0,0,0,Bundesliga
2014/2015,1899 HOFFENHEIM,"Beck, Andreas",33,33,2967,0,2,2,14,5,0,Bundesliga
2014/2015,1899 HOFFENHEIM,"Hamad, Jiloan",1,0,13,0,0,0,0,0,0,Bundesliga
2014/2015,1899 HOFFENHEIM,"Herdling, Kai",1,0,5,0,0,0,0,0,0,Bundesliga
2014/2015,1899 HOFFENHEIM,"Kim, Jin-Su",19,17,1501,0,1,1,5,4,0,Bundesliga
2014/2015,1899 HOFFENHEIM,"Strobl, Tobias",30,26,2439,0,1,1,6,6,0,Bundesliga
2014/2015,1899 HOFFENHEIM,"Toljan, Jeremy",6,4,380,0,0,1,5,0,0,Bundesliga
2014/2015,1899 HOFFENHEIM,"Zuber, Steven",17,5,582,0,1,7,17,0,0,Bundesliga
2015/2016,1899 HOFFENHEIM,"Uth, Mark",25,16,1399,8,1,16,34,2,0,Bundesliga
2015/2016,1899 HOFFENHEIM,"Volland, Kevin",33,31,2731,8,7,23,64,8,0,Bundesliga
2015/2016,1899 HOFFENHEIM,"Kramaric, Andrej",15,12,1085,5,2,22,43,0,1,Bundesliga
2015/2016,1899 HOFFENHEIM,"Amiri, Nadiem",25,16,1461,4,4,14,38,4,0,Bundesliga
2015/2016,1899 HOFFENHEIM,"Schmid, Jonathan",23,16,1454,4,0,11,20,1,0,Bundesliga
2015/2016,1899 HOFFENHEIM,"Rudy, Sebastian",24,22,1800,2,1,3,14,8,1,Bundesliga
2015/2016,1899 HOFFENHEIM,"Vargas, Eduardo",24,16,1505,2,3,12,31,1,0,Bundesliga
2015/2016,1899 HOFFENHEIM,"Zuber, Steven",12,6,574,2,0,5,17,1,0,Bundesliga
2015/2016,1899 HOFFENHEIM,"Hamad, Jiloan",7,4,315,1,0,1,4,1,0,Bundesliga
2015/2016,1899 HOFFENHEIM,"Polanski, Eugen",27,20,1757,1,3,5,23,8,0,Bundesliga
2015/2016,1899 HOFFENHEIM,"Schar, Fabian",24,20,1726,1,0,4,18,3,0,Bundesliga
2015/2016,1899 HOFFENHEIM,"Toljan, Jeremy",18,16,1487,1,0,3,6,0,0,Bundesliga
2015/2016,1899 HOFFENHEIM,"Baumann, Oliver",33,33,2970,0,0,0,0,1,0,Bundesliga
2015/2016,1899 HOFFENHEIM,"Bicakcic, Ermin",21,18,1601,0,0,0,8,2,1,Bundesliga
2015/2016,1899 HOFFENHEIM,"Canouse, Russell",1,0,23,0,0,0,0,0,0,Bundesliga
2015/2016,1899 HOFFENHEIM,"Elyounoussi, Tarik",6,5,424,0,1,0,3,0,0,Bundesliga
2015/2016,1899 HOFFENHEIM,"Grahl, Jens",1,1,90,0,0,0,0,0,0,Bundesliga
2015/2016,1899 HOFFENHEIM,Joelinton,1,0,1,0,0,0,2,0,0,Bundesliga
2015/2016,1899 HOFFENHEIM,"Kaderabek, Pavel",28,25,2228,0,1,1,6,2,0,Bundesliga
2015/2016,1899 HOFFENHEIM,"Kim, Jin-Su",15,14,1313,0,0,2,7,3,0,Bundesliga
2015/2016,1899 HOFFENHEIM,"Kuranyi, Kevin",14,5,522,0,0,3,9,0,0,Bundesliga
2015/2016,1899 HOFFENHEIM,"Ochs, Philipp",13,6,559,0,1,1,6,0,0,Bundesliga
2015/2016,1899 HOFFENHEIM,"Schwegler, Pirmin",21,16,1414,0,0,3,10,5,0,Bundesliga
2015/2016,1899 HOFFENHEIM,"Strobl, Tobias",26,22,2078,0,1,3,11,5,0,Bundesliga
2015/2016,1899 HOFFENHEIM,"Sule, Niklas",33,33,2970,0,1,2,8,4,0,Bundesliga
2015/2016,1899 HOFFENHEIM,"Szalai, Adam",16,7,793,0,2,5,20,2,0,Bundesliga
2016/2017,1899 HOFFENHEIM,"Kramaric, Andrej",34,28,2374,15,8,36,99,1,0,Bundesliga
2016/2017,1899 HOFFENHEIM,"Wagner, Sandro",31,30,2601,11,2,27,64,3,1,Bundesliga
2016/2017,1899 HOFFENHEIM,"Szalai, Ádám",22,7,771,8,1,11,18,2,0,Bundesliga
2016/2017,1899 HOFFENHEIM,"Uth, Mark",22,12,1152,7,3,15,39,4,0,Bundesliga
2016/2017,1899 HOFFENHEIM,"Demirbay, Kerem",28,27,2181,6,8,18,51,4,0,Bundesliga
2016/2017,1899 HOFFENHEIM,"Zuber, Steven",24,23,2027,4,4,11,36,2,0,Bundesliga
2016/2017,1899 HOFFENHEIM,"Amiri, Nadiem",33,20,1940,2,4,18,46,2,0,Bundesliga
2016/2017,1899 HOFFENHEIM,"Hubner, Benjamin",25,25,2148,2,3,6,19,10,0,Bundesliga
2016/2017,1899 HOFFENHEIM,"Rudy, Sebastian",32,32,2788,2,7,9,27,9,0,Bundesliga
2016/2017,1899 HOFFENHEIM,"Rupp, Lukas",14,8,790,2,0,5,17,2,0,Bundesliga
2016/2017,1899 HOFFENHEIM,"Sule, Niklas",33,33,2887,2,2,7,26,4,0,Bundesliga
2016/2017,1899 HOFFENHEIM,"Bicakcic, Ermin",18,11,1052,1,0,4,9,4,0,Bundesliga
2016/2017,1899 HOFFENHEIM,"Terrazzino, Marco",9,4,363,1,2,3,6,0,0,Bundesliga
2016/2017,1899 HOFFENHEIM,"Toljan, Jeremy",20,14,1313,1,1,2,14,1,0,Bundesliga
2016/2017,1899 HOFFENHEIM,"Atik, Baris",3,0,67,0,0,0,1,0,0,Bundesliga
2016/2017,1899 HOFFENHEIM,"Baumann, Oliver",34,34,3060,0,0,0,0,1,0,Bundesliga
2016/2017,1899 HOFFENHEIM,"Kaderabek, Pavel",23,22,1976,0,3,1,8,2,0,Bundesliga
2016/2017,1899 HOFFENHEIM,"Ochs, Philipp",3,2,144,0,0,0,0,1,0,Bundesliga
2016/2017,1899 HOFFENHEIM,"Polanski, Eugen",14,7,632,0,0,2,5,1,0,Bundesliga
2016/2017,1899 HOFFENHEIM,"Schar, Fabian",6,3,283,0,0,0,2,2,0,Bundesliga
2016/2017,1899 HOFFENHEIM,"Schwegler, Pirmin",10,2,390,0,1,1,4,1,0,Bundesliga
2016/2017,1899 HOFFENHEIM,"Vargas, Eduardo",5,0,96,0,0,2,3,1,0,Bundesliga
2016/2017,1899 HOFFENHEIM,"Vogt, Kevin",31,30,2595,0,0,0,3,6,0,Bundesliga
2017/2018,1899 HOFFENHEIM,"Uth, Mark",31,24,2177,14,7,22,55,5,0,Bundesliga
2017/2018,1899 HOFFENHEIM,"Kramaric, Andrej",34,22,2222,13,7,34,85,1,0,Bundesliga
2017/2018,1899 HOFFENHEIM,"Wagner, Sandro",25,18,1594,12,4,26,54,4,0,Bundesliga
2017/2018,1899 HOFFENHEIM,"Gnabry, Serge",22,20,1519,10,5,23,48,0,0,Bundesliga
2017/2018,1899 HOFFENHEIM,"Szalai, Ádám",18,8,887,5,1,11,29,2,0,Bundesliga
2017/2018,1899 HOFFENHEIM,"Hubner, Benjamin",27,27,2318,3,2,6,22,9,0,Bundesliga
2017/2018,1899 HOFFENHEIM,"Rupp, Lukas",21,15,1163,3,2,8,17,1,0,Bundesliga
2017/2018,1899 HOFFENHEIM,"Amiri, Nadiem",28,19,1742,2,3,16,44,4,0,Bundesliga
2017/2018,1899 HOFFENHEIM,"Demirbay, Kerem",19,13,1211,2,2,4,23,3,0,Bundesliga
2017/2018,1899 HOFFENHEIM,"Geiger, Dennis",21,20,1593,2,1,4,21,9,0,Bundesliga
2017/2018,1899 HOFFENHEIM,"Kaderabek, Pavel",28,24,2197,2,3,9,24,5,0,Bundesliga
2017/2018,1899 HOFFENHEIM,"Grillitsch, Florian",25,21,1895,1,2,6,20,5,0,Bundesliga
2017/2018,1899 HOFFENHEIM,"Hack, Robin",3,1,67,1,0,1,2,0,0,Bundesliga
2017/2018,1899 HOFFENHEIM,"Schulz, Nico",27,19,1774,1,2,6,17,3,0,Bundesliga
2017/2018,1899 HOFFENHEIM,"Toljan, Jeremy",18,15,1388,1,2,2,8,1,0,Bundesliga
2017/2018,1899 HOFFENHEIM,"Zuber, Steven",20,17,1439,1,2,6,17,2,0,Bundesliga
2017/2018,1899 HOFFENHEIM,"Akpoguma, Kevin",22,17,1690,0,1,2,6,1,0,Bundesliga
2017/2018,1899 HOFFENHEIM,"Baumann, Oliver",34,34,3060,0,0,0,0,0,0,Bundesliga
2017/2018,1899 HOFFENHEIM,"Bicakcic, Ermin",9,7,548,0,0,2,2,4,0,Bundesliga
2017/2018,1899 HOFFENHEIM,"Nordtveit, Havard",15,10,966,0,0,4,6,0,0,Bundesliga
2017/2018,1899 HOFFENHEIM,"Ochs, Philipp",3,0,71,0,0,1,2,0,0,Bundesliga
2017/2018,1899 HOFFENHEIM,"Passlack, Felix",3,1,73,0,0,0,0,0,0,Bundesliga
2017/2018,1899 HOFFENHEIM,"Polanski, Eugen",9,2,257,0,1,0,5,1,0,Bundesliga
2017/2018,1899 HOFFENHEIM,"Posch, Stefan",9,9,756,0,0,2,3,3,0,Bundesliga
2017/2018,1899 HOFFENHEIM,"Vogt, Kevin",31,31,2790,0,1,0,4,9,0,Bundesliga
2017/2018,1899 HOFFENHEIM,"Zulj, Robert",5,1,205,0,0,0,6,1,0,Bundesliga
2013/2014,BORUSSIA DORTMUND,"Lewandowski, Robert",33,31,2801,20,7,64,118,3,0,Bundesliga
2013/2014,BORUSSIA DORTMUND,"Reus, Marco",30,26,2216,16,13,54,111,6,0,Bundesliga
2013/2014,BORUSSIA DORTMUND,"Aubameyang, Pierre-Emerick",32,21,1954,13,4,39,67,1,0,Bundesliga
2013/2014,BORUSSIA DORTMUND,"Mkhitaryan, Henrikh",31,29,2450,9,9,30,70,6,0,Bundesliga
2013/2014,BORUSSIA DORTMUND,"Jojic, Milos",10,4,470,4,1,6,8,2,0,Bundesliga
2013/2014,BORUSSIA DORTMUND,"Piszczek, Lukasz",19,15,1397,3,0,7,17,0,0,Bundesliga
2013/2014,BORUSSIA DORTMUND,"Blaszczykowski, Jakub",16,11,783,2,1,6,14,0,0,Bundesliga
2013/2014,BORUSSIA DORTMUND,"Hofmann, Jonas",26,4,670,2,4,5,11,1,0,Bundesliga
2013/2014,BORUSSIA DORTMUND,"Hummels, Mats",23,23,1961,2,2,6,22,4,1,Bundesliga
2013/2014,BORUSSIA DORTMUND,"Sahin, Nuri",34,31,2773,2,2,12,53,4,0,Bundesliga
2013/2014,BORUSSIA DORTMUND,"Bender, Sven",19,18,1379,1,0,4,11,2,0,Bundesliga
